size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
6.69453,34.9245,Bacillus thuringiensis MC28,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603757,GCA_000300475.1
5.60824,67.0383,Ralstonia solanacearum,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN04539710,GCA_001708525.1
4.8023,51.0641,Shigella boydii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04347325,GCA_002950275.1
2.32635,39.6824,Streptococcus salivarius,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02401019,GCA_002094975.1
5.40412,65.4,Rhodopseudomonas palustris DX-1,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN00713571,GCA_000177255.2
4.77456,47.4599,Yersinia pseudotuberculosis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03140184,GCA_000834415.1
1.89389,32.3,Francisella tularensis subsp. mediasiatica FSC147,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02604345,GCA_000018925.1
4.06181,47.6062,Vibrio cholerae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03104885,GCA_000788715.2
3.28115,57.2353,Brucella abortus bv. 6 str. 870,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02770262,GCA_000740215.1
2.00434,50.1,Lactobacillus delbrueckii subsp. sunkii,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN06066454,GCA_001888965.1
5.22094,64.7386,Xanthomonas citri subsp. citri,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02911842,GCA_000961235.1
1.81905,33.1,Campylobacter fetus subsp. testudinum Sp3,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN03366410,GCA_001484645.1
4.79062,64.1,Xanthomonas oryzae pv. oryzicola,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03612248,GCA_001042775.1
4.08713,28.6,Clostridioides difficile,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07339707,GCA_002234355.1
4.06119,43.9,Bacillus subtilis XF-1,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02602961,GCA_000338735.1
3.13287,47.9,Lactobacillus casei,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05631198,GCA_002192215.1
2.00654,42.6368,Coxiella burnetii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06685771,GCA_002094935.1
2.05832,37,Lactobacillus helveticus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05417796,GCA_001702095.1
1.26981,32.5,Rickettsia rickettsii str. Morgan,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03324096,GCA_000831545.1
5.17166,45.4866,Vibrio parahaemolyticus,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03140317,GCA_001433415.1
2.01242,51.1759,Lactobacillus fermentum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMD00073748,GCA_002356135.1
2.47832,48.3,Porphyromonas gingivalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN07840081,GCA_002753975.1
6.72912,67.6527,Burkholderia thailandensis,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN02904338,GCA_000808035.2
1.16105,24,Mycoplasma mycoides subsp. mycoides,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN04479833,GCA_001554075.1
1.1093,29,Rickettsia prowazekii str. Breinl,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN01983876,GCA_000367405.1
3.65964,27.4,Clostridium botulinum E3 str. Alaska E43,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02603537,GCA_000020285.1
1.41001,28.268,Borreliella burgdorferi,Bacteria;Spirochaetes;Spirochaetia,Bacteria,Spirochaetes,Spirochaetia,prokaryotes,SAMN05763278,GCA_002442595.1
7.95255,60.5875,Rhizobium leguminosarum bv. viciae,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN07414824,GCA_002243365.1
3.32846,57.1842,Brucella suis bv. 2,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02692662,GCA_000698345.1
2.80343,37.6,Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04585513,GCA_001598635.1
5.7815,56.9738,Klebsiella pneumoniae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02152539,GCA_000364385.3
1.14834,38.9599,Chlamydia psittaci WS/RT/E30,Bacteria;PVC group;Chlamydiae,Bacteria,PVC group,Chlamydiae,prokaryotes,SAMN02604210,GCA_000298475.2
1.9386,60.5,Bifidobacterium animalis subsp. lactis B420,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603214,GCA_000277325.1
3.90597,46.7,Bacillus amyloliquefaciens,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03272519,GCA_000833005.1
2.22034,52.4,Neisseria gonorrhoeae,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN05210257,GCA_001661135.1
2.87819,38.0247,Enterococcus faecium,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03339922,GCA_001587115.1
4.66874,66.3,Stenotrophomonas maltophilia,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04992827,GCA_002138415.1
2.0458,46.1,Zymomonas mobilis subsp. mobilis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN06830565,GCA_002158845.1
3.33699,53.0701,Acetobacter pasteurianus IFO 3283-12,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMD00061107,GCA_000010965.1
2.31514,40.3,Pasteurella multocida subsp. multocida PMTB2.1,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04528716,GCA_001578435.2
3.04784,46.7,Lactobacillus rhamnosus,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07160384,GCA_002158925.1
3.31188,57.2358,Brucella melitensis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN02714221,GCA_001431745.1
7.69291,61.8324,Sinorhizobium meliloti RU11/001,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMEA3146337,GCA_001050915.2
1.73854,38.2,[Haemophilus] ducreyi,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04632446,GCA_001647855.1
2.49919,53.5,Corynebacterium diphtheriae C7 (beta),Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603067,GCA_000255175.1
4.10847,67.7,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03566780,GCA_001307585.1
0.817184,40,Mycoplasma pneumoniae 39443,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN03284385,GCA_001272715.1
1.40742,47,Dehalococcoides mccartyi GY50,Bacteria;Terrabacteria group;Chloroflexi,Bacteria,Terrabacteria group,Chloroflexi,prokaryotes,SAMN02641533,GCA_000499365.1
4.83732,47.0053,Yersinia enterocolitica,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03078687,GCA_001304755.1
2.12404,37.6,Leuconostoc mesenteroides subsp. mesenteroides,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN04530070,GCA_002117185.1
2.70535,41,Mannheimia haemolytica,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03435925,GCA_000963635.1
3.27324,44.4271,Lactobacillus plantarum subsp. plantarum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03976562,GCA_001272315.2
2.57125,45.5943,Lactobacillus brevis,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN07125942,GCA_002173555.1
0.939844,31.6,Mycoplasma gallisepticum WI01_2001.043-13-2P,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN02604160,GCA_000286755.1
5.30863,59.4,Serratia marcescens,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06164057,GCA_002220515.1
7.20617,62.9398,Burkholderia sp. HB1,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN03837635,GCA_001293045.1
2.519,60.1,Propionibacterium acnes C1,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02604070,GCA_000302515.1
1.01675,29.3,Mycoplasma bovis,Bacteria;Terrabacteria group;Tenericutes,Bacteria,Terrabacteria group,Tenericutes,prokaryotes,SAMN06298538,GCA_002009275.1
1.66852,31.5,Campylobacter coli,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bacteria,Proteobacteria,delta/epsilon subdivisions,prokaryotes,SAMN04883459,GCA_001639125.1
4.19102,38.9,Proteus mirabilis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04014900,GCA_002055685.1
6.93845,55.2832,Klebsiella oxytoca,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04287054,GCA_002906395.1
4.92744,55.0476,Enterobacter cloacae,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02821151,GCA_000784905.1
2.29446,58.7,Bifidobacterium breve S27,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03081483,GCA_000569075.1
5.17314,64.2,Mycobacterium abscessus,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04103082,GCA_001430775.1
4.90827,61.1,Aeromonas hydrophila,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03421355,GCA_000963645.1
6.12612,45.6,Paenibacillus polymyxa,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05981093,GCA_001874425.3
4.65015,64,Pseudomonas stutzeri,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03765687,GCA_001038645.1
2.5374,67.4,Propionibacterium freudenreichii,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMEA3988335,GCA_900087185.1
2.69074,58.5,Granulibacter bethesdensis,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN05879404,GCA_001889525.1
0.173802,14.8,Candidatus Carsonella ruddii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN06239973,GCA_002009355.1
2.01134,41.3128,Lactobacillus sakei,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMEA104285101,GCA_900234395.1
2.64358,0,Fusobacterium periodonticum,Bacteria;Fusobacteria;Fusobacteriia,Bacteria,Fusobacteria,Fusobacteriia,prokaryotes,SAMN07956033,GCA_002763915.1
5.72909,42,Bacteroides dorei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN02679092,GCA_000738045.1
2.94254,46.5,Lactobacillus paracasei,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05921089,GCA_002257625.1
5.38918,44.6055,Vibrio alginolyticus,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05860645,GCA_002119585.1
2.33794,52.2,Corynebacterium pseudotuberculosis 3/99-5,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN02603750,GCA_000241855.1
2.42524,35,Riemerella anatipestifer,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN03761967,GCA_002025185.1
0.243933,22.5,Candidatus Sulcia muelleri DMIN,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN00011633,GCA_000025785.1
5.60247,51.7689,Citrobacter freundii,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN07260758,GCA_002211705.1
4.25643,44.5624,Vibrio anguillarum,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN07257084,GCA_002212025.1
2.43457,53.4,Corynebacterium ulcerans,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN03418694,GCA_000968945.1
5.11862,55.1,Klebsiella aerogenes,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04014848,GCA_002796425.1
8.56982,66.5819,Burkholderia cepacia,Bacteria;Proteobacteria;Betaproteobacteria,Bacteria,Proteobacteria,Betaproteobacteria,prokaryotes,SAMN07312432,GCA_002407525.3
2.89005,0,Prevotella intermedia,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN07956008,GCA_002763745.1
1.28401,32.4,Rickettsia japonica,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMD00053844,GCA_002357235.1
3.3082,39.6438,Piscirickettsia salmonis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04362173,GCA_001932755.1
4.00621,35.7,Elizabethkingia anophelis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN05273152,GCA_002022065.1
6.7455,61.3664,Rhizobium phaseoli,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03998630,GCA_001664285.1
4.02145,60.0228,Phaeobacter inhibens,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03294477,GCA_002892005.1
0.280663,24.7,Candidatus Portiera aleyrodidarum TV,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN02604337,GCA_000349745.1
6.01295,64.2,Pseudomonas sp. CCOS 191,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMEA3360421,GCA_001007005.1
10.1916,71.5518,Streptomyces sp. CdTB01,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04235813,GCA_001484565.1
4.23362,43.5,Bacillus sp. (in: Bacteria),Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMEA2247639,GCA_000952895.1
2.11151,60.1,Synechococcus sp. WH 8109,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,prokaryotes,SAMN02436260,GCA_000161795.2
5.19664,54.7348,Enterobacter sp. CRENT-193,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN07944244,GCA_002787395.1
7.59496,62.3652,Rhodococcus sp. YL-1,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN05786337,GCA_001942025.1
4.4349,63.4,Arthrobacter sp. ATCC 21022,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04338418,GCA_001542565.1
5.38859,59.114,Serratia sp. SSNIH1,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04287055,GCA_002935055.1
4.85537,64.1,Mycobacterium sp. QIA-37,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04613683,GCA_001611855.1
6.93197,51.2,Paenibacillus sp. FSL R7-0331,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02996606,GCA_000758645.1
6.42525,61.0923,Rhizobium sp. N621,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03998641,GCA_001664325.1
4.86453,61.1194,Aeromonas sp. ASNIH2,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN03455981,GCA_002934795.1
3.9579,46.5,Bacillus velezensis TrigoCor1448,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN02650943,GCA_000583065.1
4.92795,44.655,Alteromonas mediterranea,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05991972,GCA_001886395.1
4.97138,44.6545,Alteromonas mediterranea,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN05991973,GCA_001886415.1
4.11702,46.1,Bacillus velezensis SQR9,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03081500,GCA_000685725.1
3.07404,30.9305,Clostridium tyrobutyricum,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN05271368,GCA_001679705.1
6.52434,61.0969,Rhizobium sp. N113,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03998637,GCA_001664345.1
5.7873,41.2938,Paenibacillus sp. IHBB 10380,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03342438,GCA_000949425.1
6.05398,67.4249,Mycobacterium sp. YC-RL4,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04959083,GCA_001644575.1
4.79263,66.3816,Arthrobacter sp. U41,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04958683,GCA_001750145.1
5.66508,69,Rhodococcus sp. MTM3W5.2,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN06160711,GCA_001984015.1
2.43443,59.4,Synechococcus sp. WH 8102,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,prokaryotes,SAMEA3138327,GCA_000195975.1
4.06927,43.8,Bacillus sp. LM 4-2,Bacteria;Terrabacteria group;Firmicutes,Bacteria,Terrabacteria group,Firmicutes,prokaryotes,SAMN03394562,GCA_000978495.1
8.04777,72.3,Streptomyces sp. 4F,Bacteria;Terrabacteria group;Actinobacteria,Bacteria,Terrabacteria group,Actinobacteria,prokaryotes,SAMN04245816,GCA_001484705.1
6.37444,59.2,Pseudomonas sp. URMO17WK12:I11,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMEA3393040,GCA_001511755.1
0.290195,23.9,Candidatus Portiera aleyrodidarum,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMEA2820670,GCA_000953295.1
4.47994,59.8554,Phaeobacter inhibens,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03294496,GCA_002892025.1
6.90611,61.2859,Rhizobium phaseoli,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMN03998626,GCA_001664365.1
4.05831,35.5,Elizabethkingia anophelis R26,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN02470677,GCA_002023665.2
3.28546,39.6511,Piscirickettsia salmonis,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04362174,GCA_001932775.1
1.28403,32.4,Rickettsia japonica,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria,Proteobacteria,Alphaproteobacteria,prokaryotes,SAMD00053843,GCA_002357255.1
2.77583,0,Prevotella intermedia,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteria,FCB group,Bacteroidetes/Chlorobi group,prokaryotes,SAMN07956010,GCA_002763785.1
5.33233,55.0003,Klebsiella aerogenes,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria,Proteobacteria,Gammaproteobacteria,prokaryotes,SAMN04014850,GCA_002796525.1
